user_id,date,feature_name,time_spent_sec,clicked_help,error_flag
1,2024-03-11,Grammar Tips,226,0,0
1,2024-01-10,Daily XP,141,0,0
1,2024-03-15,Achievements,79,0,0
1,2024-01-17,Stories,261,1,0
1,2024-01-06,Leaderboard,284,0,1
1,2024-03-26,Stories,191,1,0
1,2024-03-20,Daily XP,176,0,1
1,2024-01-23,Grammar Tips,100,0,1
1,2024-02-12,Grammar Tips,211,0,0
1,2024-01-21,Stories,28,1,0
1,2024-03-01,Daily XP,48,0,0
2,2024-02-14,Leaderboard,182,0,1
2,2024-01-04,Daily XP,150,1,0
2,2024-02-05,Stories,251,1,0
2,2024-03-23,Achievements,229,1,0
2,2024-01-04,Stories,135,1,1
2,2024-03-15,Leaderboard,67,0,0
2,2024-03-17,Grammar Tips,157,1,0
3,2024-02-25,Achievements,10,0,0
3,2024-03-14,Daily XP,199,1,0
3,2024-03-31,Grammar Tips,200,0,1
3,2024-02-16,Grammar Tips,126,0,0
3,2024-03-20,Leaderboard,143,0,0
3,2024-03-05,Leaderboard,67,1,0
3,2024-02-21,Leaderboard,53,0,1
3,2024-02-23,Grammar Tips,182,0,0
3,2024-02-21,Achievements,169,0,0
3,2024-02-06,Daily XP,182,1,0
3,2024-02-29,Grammar Tips,158,1,1
3,2024-03-06,Grammar Tips,89,0,0
4,2024-02-06,Achievements,222,1,0
4,2024-01-31,Leaderboard,212,0,1
4,2024-01-19,Stories,261,0,1
4,2024-03-01,Achievements,238,0,0
4,2024-02-23,Achievements,173,0,0
4,2024-03-04,Grammar Tips,236,0,1
4,2024-03-24,Stories,156,0,0
4,2024-01-29,Daily XP,29,1,0
4,2024-03-12,Daily XP,56,0,0
4,2024-01-18,Grammar Tips,242,1,0
5,2024-03-19,Achievements,23,1,0
5,2024-01-21,Grammar Tips,152,1,0
5,2024-02-01,Leaderboard,10,1,1
5,2024-02-05,Grammar Tips,63,0,0
5,2024-01-31,Leaderboard,268,1,0
6,2024-03-10,Stories,21,0,1
6,2024-01-30,Grammar Tips,233,0,1
6,2024-01-09,Grammar Tips,281,1,0
6,2024-03-10,Grammar Tips,165,1,0
6,2024-01-27,Grammar Tips,17,1,0
6,2024-03-14,Grammar Tips,131,1,0
6,2024-02-15,Leaderboard,173,1,0
6,2024-03-09,Achievements,99,0,0
6,2024-01-29,Leaderboard,145,1,0
6,2024-01-04,Grammar Tips,195,1,0
6,2024-01-22,Grammar Tips,187,0,0
7,2024-02-20,Achievements,50,0,0
7,2024-03-23,Grammar Tips,237,0,0
7,2024-01-24,Stories,201,1,0
7,2024-02-11,Daily XP,154,1,0
7,2024-02-13,Grammar Tips,210,1,0
7,2024-02-02,Stories,221,1,0
7,2024-03-10,Stories,229,1,1
7,2024-03-24,Stories,249,0,0
7,2024-02-01,Daily XP,55,0,1
8,2024-01-31,Daily XP,262,1,0
8,2024-03-13,Daily XP,91,1,0
8,2024-02-17,Daily XP,265,0,1
8,2024-02-09,Stories,206,0,0
8,2024-03-14,Grammar Tips,19,1,1
8,2024-01-10,Achievements,295,0,0
8,2024-03-30,Leaderboard,251,0,0
9,2024-02-14,Achievements,128,1,0
9,2024-01-09,Achievements,298,1,0
9,2024-02-23,Grammar Tips,74,0,0
9,2024-02-16,Grammar Tips,155,0,0
9,2024-01-23,Achievements,233,1,0
9,2024-02-29,Grammar Tips,248,1,0
9,2024-02-01,Stories,186,1,0
9,2024-02-01,Grammar Tips,276,1,0
9,2024-01-04,Grammar Tips,291,1,1
10,2024-03-03,Daily XP,292,1,0
10,2024-02-13,Leaderboard,186,1,0
10,2024-03-07,Daily XP,107,0,1
10,2024-02-22,Grammar Tips,114,0,0
10,2024-03-23,Grammar Tips,108,1,0
10,2024-01-12,Leaderboard,15,0,0
10,2024-03-29,Daily XP,206,1,0
10,2024-03-01,Achievements,142,1,0
10,2024-03-11,Leaderboard,268,1,0
10,2024-02-04,Leaderboard,32,1,1
10,2024-01-16,Daily XP,62,1,0
10,2024-03-09,Daily XP,174,0,1
10,2024-03-02,Leaderboard,211,1,0
11,2024-01-25,Leaderboard,92,0,0
11,2024-01-23,Leaderboard,154,0,1
11,2024-02-05,Stories,94,0,0
11,2024-03-30,Daily XP,87,1,0
11,2024-01-02,Achievements,10,1,0
11,2024-03-02,Grammar Tips,60,1,1
11,2024-01-07,Leaderboard,182,1,0
11,2024-01-09,Grammar Tips,214,1,0
11,2024-03-14,Stories,269,0,1
11,2024-03-13,Leaderboard,297,0,1
11,2024-01-16,Achievements,43,1,1
11,2024-03-07,Grammar Tips,104,1,0
11,2024-02-08,Achievements,81,1,0
11,2024-03-13,Achievements,48,0,0
12,2024-01-27,Daily XP,259,1,0
12,2024-01-21,Daily XP,171,0,0
12,2024-01-21,Stories,127,1,0
12,2024-03-29,Achievements,268,1,0
12,2024-01-05,Daily XP,277,1,0
12,2024-03-30,Grammar Tips,63,0,1
12,2024-02-03,Achievements,245,0,0
12,2024-01-15,Achievements,231,0,1
12,2024-02-04,Daily XP,260,0,0
12,2024-01-22,Leaderboard,121,1,0
12,2024-01-16,Grammar Tips,264,1,0
12,2024-02-04,Achievements,216,1,0
12,2024-01-11,Achievements,238,0,0
12,2024-02-11,Achievements,75,1,0
13,2024-01-12,Daily XP,112,0,0
13,2024-03-14,Stories,201,0,0
13,2024-03-07,Grammar Tips,261,1,1
13,2024-03-15,Grammar Tips,235,1,0
13,2024-03-01,Leaderboard,107,1,0
13,2024-02-11,Stories,295,0,0
13,2024-02-22,Grammar Tips,258,1,0
14,2024-03-11,Stories,39,1,0
14,2024-02-10,Leaderboard,256,1,0
14,2024-02-21,Achievements,115,0,0
14,2024-02-22,Stories,60,0,0
14,2024-03-20,Grammar Tips,90,1,0
14,2024-01-27,Leaderboard,142,0,0
14,2024-02-26,Grammar Tips,294,0,0
14,2024-03-21,Achievements,147,0,1
14,2024-02-09,Achievements,193,0,0
14,2024-01-12,Daily XP,282,0,0
15,2024-01-16,Daily XP,78,1,0
15,2024-03-06,Leaderboard,43,1,0
15,2024-03-01,Daily XP,271,1,1
15,2024-02-19,Daily XP,62,0,0
15,2024-02-05,Grammar Tips,214,1,0
15,2024-01-01,Leaderboard,135,1,0
15,2024-01-20,Grammar Tips,244,1,0
15,2024-02-12,Achievements,52,1,0
16,2024-02-11,Daily XP,120,0,0
16,2024-01-30,Grammar Tips,258,0,0
16,2024-03-01,Grammar Tips,160,1,1
16,2024-03-04,Stories,192,0,0
16,2024-01-13,Grammar Tips,104,0,0
16,2024-01-02,Daily XP,17,1,1
16,2024-01-10,Grammar Tips,193,1,0
17,2024-03-20,Grammar Tips,204,0,0
17,2024-03-27,Achievements,204,1,0
17,2024-03-21,Grammar Tips,164,0,0
17,2024-01-31,Leaderboard,102,0,0
17,2024-02-25,Stories,169,0,0
17,2024-01-22,Leaderboard,70,0,0
17,2024-02-11,Stories,131,1,0
17,2024-02-17,Grammar Tips,60,0,1
17,2024-03-08,Grammar Tips,286,0,1
17,2024-01-23,Stories,14,1,1
17,2024-03-04,Achievements,101,0,1
17,2024-02-29,Leaderboard,179,1,0
17,2024-03-26,Stories,31,1,0
18,2024-03-27,Achievements,10,0,0
18,2024-02-26,Leaderboard,142,1,0
18,2024-03-29,Leaderboard,242,1,0
18,2024-01-26,Grammar Tips,21,1,0
18,2024-01-31,Grammar Tips,55,1,0
18,2024-03-30,Leaderboard,43,0,0
18,2024-02-05,Stories,87,0,0
18,2024-02-06,Daily XP,227,1,1
18,2024-03-22,Daily XP,82,1,1
19,2024-03-21,Stories,258,0,0
19,2024-02-26,Stories,56,1,1
19,2024-01-12,Leaderboard,130,1,0
19,2024-01-23,Daily XP,223,0,0
19,2024-03-08,Achievements,248,1,1
19,2024-02-02,Grammar Tips,65,1,0
19,2024-01-15,Grammar Tips,116,0,1
19,2024-01-29,Grammar Tips,57,1,0
19,2024-02-20,Stories,70,1,0
19,2024-02-28,Leaderboard,35,1,0
19,2024-03-22,Leaderboard,266,0,1
19,2024-03-01,Stories,17,1,1
19,2024-03-23,Stories,122,1,0
19,2024-03-24,Grammar Tips,262,0,1
20,2024-01-06,Stories,216,1,0
20,2024-01-15,Stories,136,0,1
20,2024-02-19,Grammar Tips,65,1,0
20,2024-03-16,Daily XP,223,1,0
20,2024-03-03,Achievements,23,1,0
20,2024-01-05,Leaderboard,37,0,0
20,2024-02-26,Daily XP,87,1,0
20,2024-03-28,Leaderboard,225,1,0
21,2024-02-20,Leaderboard,163,0,0
21,2024-02-28,Stories,23,0,0
21,2024-01-07,Leaderboard,196,0,1
21,2024-03-13,Daily XP,16,0,1
21,2024-03-16,Daily XP,12,0,0
21,2024-01-19,Achievements,120,0,0
22,2024-01-19,Daily XP,247,1,1
22,2024-01-15,Stories,248,0,0
22,2024-02-15,Daily XP,283,1,0
22,2024-01-23,Leaderboard,236,0,1
22,2024-02-23,Achievements,24,0,0
22,2024-03-01,Grammar Tips,201,1,0
22,2024-02-27,Achievements,128,0,0
22,2024-03-25,Achievements,37,1,0
22,2024-03-23,Stories,211,0,0
22,2024-02-21,Grammar Tips,48,0,0
22,2024-02-26,Stories,282,0,0
23,2024-03-18,Daily XP,95,0,1
23,2024-02-05,Achievements,135,1,0
23,2024-03-17,Achievements,34,1,0
23,2024-03-05,Achievements,154,1,0
23,2024-03-30,Stories,22,0,0
23,2024-02-27,Daily XP,221,1,0
23,2024-02-28,Grammar Tips,34,1,0
23,2024-02-10,Grammar Tips,77,1,0
23,2024-02-17,Daily XP,76,1,0
23,2024-01-12,Stories,242,0,0
23,2024-01-13,Leaderboard,118,0,0
24,2024-03-16,Achievements,120,1,0
24,2024-02-22,Leaderboard,237,1,0
24,2024-02-06,Achievements,120,1,0
24,2024-01-14,Achievements,43,0,1
24,2024-03-25,Grammar Tips,120,0,0
24,2024-02-14,Achievements,273,1,0
25,2024-02-05,Achievements,245,0,0
25,2024-03-12,Achievements,92,0,0
25,2024-01-04,Daily XP,51,1,0
25,2024-02-13,Leaderboard,110,0,1
25,2024-01-19,Achievements,15,1,0
25,2024-01-19,Stories,189,0,1
25,2024-02-18,Grammar Tips,291,1,0
25,2024-01-21,Leaderboard,235,1,0
25,2024-03-13,Achievements,238,0,0
25,2024-01-20,Daily XP,298,0,0
25,2024-02-04,Grammar Tips,159,1,0
25,2024-03-18,Grammar Tips,286,1,0
26,2024-01-28,Achievements,79,0,0
26,2024-02-25,Stories,121,1,0
26,2024-03-08,Leaderboard,13,0,1
26,2024-02-20,Achievements,104,0,0
26,2024-01-27,Leaderboard,161,0,1
26,2024-02-02,Leaderboard,146,1,0
26,2024-01-01,Grammar Tips,256,1,1
26,2024-01-17,Grammar Tips,252,0,0
26,2024-01-10,Grammar Tips,40,0,0
26,2024-01-03,Grammar Tips,49,0,0
27,2024-03-14,Grammar Tips,45,1,0
27,2024-02-07,Stories,232,1,0
27,2024-02-11,Daily XP,15,1,0
27,2024-01-12,Grammar Tips,229,0,1
27,2024-02-25,Achievements,84,1,0
27,2024-02-20,Leaderboard,13,1,1
27,2024-02-12,Daily XP,143,0,0
27,2024-03-08,Achievements,127,0,0
27,2024-02-14,Daily XP,103,0,0
28,2024-01-19,Leaderboard,71,0,1
28,2024-03-18,Daily XP,203,0,1
28,2024-03-21,Grammar Tips,212,1,0
28,2024-03-28,Achievements,35,1,0
28,2024-01-20,Grammar Tips,182,0,0
28,2024-02-26,Leaderboard,142,1,0
28,2024-02-15,Achievements,127,0,0
28,2024-02-29,Grammar Tips,284,0,0
28,2024-02-17,Leaderboard,221,0,0
28,2024-03-19,Achievements,234,1,0
28,2024-03-15,Achievements,29,0,0
28,2024-03-14,Daily XP,122,1,0
29,2024-03-05,Daily XP,99,0,0
29,2024-01-14,Leaderboard,151,0,1
29,2024-01-06,Daily XP,47,1,0
29,2024-03-08,Achievements,148,0,0
29,2024-02-17,Leaderboard,268,1,0
30,2024-02-13,Achievements,187,0,0
30,2024-01-09,Leaderboard,19,0,0
30,2024-02-06,Leaderboard,270,0,0
30,2024-01-11,Achievements,147,0,0
30,2024-02-09,Grammar Tips,181,0,0
31,2024-02-09,Achievements,22,1,0
31,2024-01-17,Achievements,177,0,0
31,2024-03-06,Leaderboard,139,0,0
31,2024-02-09,Daily XP,93,0,0
31,2024-03-03,Daily XP,110,0,1
31,2024-01-20,Stories,282,1,0
32,2024-03-05,Achievements,47,0,0
32,2024-03-20,Daily XP,103,1,1
32,2024-01-21,Daily XP,104,0,0
32,2024-01-06,Grammar Tips,78,1,1
32,2024-02-26,Achievements,245,1,0
32,2024-01-30,Achievements,146,0,0
32,2024-03-01,Daily XP,85,1,0
32,2024-02-29,Leaderboard,44,1,0
32,2024-01-21,Daily XP,10,0,0
32,2024-01-07,Grammar Tips,69,1,0
32,2024-03-07,Stories,276,1,0
32,2024-01-21,Leaderboard,238,1,1
32,2024-02-25,Stories,279,0,0
33,2024-02-14,Stories,222,1,0
33,2024-02-20,Achievements,174,1,1
33,2024-02-19,Stories,14,1,1
33,2024-01-04,Leaderboard,87,0,0
33,2024-01-19,Daily XP,71,0,0
33,2024-03-01,Daily XP,141,1,0
33,2024-03-19,Stories,98,0,0
34,2024-02-02,Daily XP,98,0,0
34,2024-01-15,Leaderboard,113,0,0
34,2024-01-16,Stories,23,0,0
34,2024-03-22,Achievements,297,1,0
34,2024-01-15,Grammar Tips,188,0,1
34,2024-01-19,Leaderboard,134,1,0
34,2024-03-19,Leaderboard,32,0,0
34,2024-01-24,Stories,72,1,0
34,2024-03-08,Achievements,152,0,0
34,2024-03-01,Stories,162,1,0
34,2024-02-02,Stories,154,1,0
34,2024-02-14,Daily XP,234,0,0
34,2024-01-18,Stories,113,1,0
34,2024-03-23,Daily XP,113,1,0
35,2024-03-21,Daily XP,48,0,0
35,2024-02-28,Stories,207,1,1
35,2024-01-06,Daily XP,143,0,0
35,2024-02-09,Achievements,76,1,0
35,2024-02-02,Stories,188,0,0
35,2024-02-15,Stories,51,1,0
35,2024-01-16,Leaderboard,24,1,0
36,2024-02-26,Grammar Tips,240,1,1
36,2024-03-04,Grammar Tips,166,1,0
36,2024-01-11,Grammar Tips,47,0,0
36,2024-03-18,Daily XP,106,1,0
36,2024-01-14,Stories,298,1,0
37,2024-02-09,Grammar Tips,95,1,1
37,2024-03-29,Grammar Tips,19,1,0
37,2024-01-06,Leaderboard,14,1,0
37,2024-03-22,Stories,132,0,0
37,2024-02-16,Achievements,127,0,0
37,2024-01-19,Achievements,168,1,0
37,2024-01-17,Stories,237,0,0
37,2024-02-16,Grammar Tips,225,0,1
38,2024-03-27,Grammar Tips,193,1,0
38,2024-02-26,Stories,24,0,0
38,2024-02-20,Leaderboard,166,1,1
38,2024-01-15,Stories,145,0,0
38,2024-03-07,Grammar Tips,270,0,0
38,2024-02-03,Grammar Tips,166,0,0
38,2024-03-29,Grammar Tips,56,0,0
38,2024-01-18,Stories,182,1,1
39,2024-02-26,Stories,104,1,0
39,2024-03-31,Stories,124,1,0
39,2024-01-21,Daily XP,252,1,1
39,2024-01-16,Daily XP,291,0,1
39,2024-03-04,Stories,292,1,0
39,2024-02-29,Achievements,78,0,0
40,2024-01-09,Leaderboard,20,1,0
40,2024-03-08,Grammar Tips,263,1,0
40,2024-01-17,Leaderboard,47,0,0
40,2024-02-29,Achievements,143,1,1
40,2024-03-11,Achievements,209,0,1
40,2024-02-25,Achievements,32,0,0
40,2024-03-07,Daily XP,227,1,1
40,2024-01-21,Leaderboard,150,0,0
41,2024-03-07,Leaderboard,219,0,0
41,2024-01-26,Achievements,120,1,1
41,2024-03-21,Leaderboard,113,0,1
41,2024-03-16,Achievements,180,0,1
41,2024-03-25,Achievements,142,1,0
41,2024-01-04,Stories,136,0,0
41,2024-03-24,Daily XP,115,1,0
41,2024-03-04,Achievements,101,1,0
41,2024-03-02,Daily XP,296,1,0
41,2024-02-28,Stories,60,0,1
41,2024-02-26,Grammar Tips,38,1,0
41,2024-01-27,Leaderboard,223,0,0
42,2024-02-10,Leaderboard,266,1,1
42,2024-02-17,Achievements,110,0,0
42,2024-01-31,Grammar Tips,119,0,0
42,2024-02-27,Daily XP,191,0,0
42,2024-01-07,Leaderboard,10,1,0
42,2024-02-01,Daily XP,64,1,0
42,2024-01-25,Daily XP,158,1,0
42,2024-03-04,Leaderboard,146,1,0
42,2024-01-12,Grammar Tips,211,1,1
42,2024-01-28,Achievements,126,1,0
42,2024-01-07,Leaderboard,163,1,0
43,2024-02-06,Achievements,72,0,0
43,2024-02-25,Daily XP,253,1,0
43,2024-02-21,Leaderboard,34,0,0
43,2024-01-07,Achievements,99,0,0
43,2024-03-11,Leaderboard,84,0,0
43,2024-03-05,Grammar Tips,219,1,0
43,2024-01-17,Stories,26,1,0
43,2024-02-13,Achievements,137,1,1
43,2024-01-26,Achievements,260,1,0
43,2024-01-06,Stories,188,0,0
43,2024-03-01,Achievements,191,1,1
43,2024-03-18,Achievements,161,0,0
43,2024-03-19,Leaderboard,34,0,0
44,2024-03-19,Leaderboard,189,1,0
44,2024-03-31,Achievements,207,1,0
44,2024-01-03,Leaderboard,170,1,0
44,2024-02-23,Achievements,186,1,0
44,2024-03-17,Grammar Tips,294,1,1
44,2024-01-07,Achievements,72,1,1
44,2024-03-08,Achievements,159,1,1
44,2024-03-28,Daily XP,163,0,0
44,2024-01-25,Stories,165,1,0
44,2024-02-23,Daily XP,58,1,1
44,2024-02-22,Achievements,93,1,0
45,2024-03-31,Daily XP,186,0,0
45,2024-03-25,Grammar Tips,157,1,0
45,2024-01-23,Grammar Tips,127,1,0
45,2024-03-27,Leaderboard,72,1,1
45,2024-02-01,Leaderboard,198,1,1
45,2024-02-08,Leaderboard,58,0,0
45,2024-02-10,Grammar Tips,266,1,0
45,2024-02-06,Stories,233,1,0
45,2024-02-14,Daily XP,150,1,0
45,2024-02-06,Stories,224,1,0
45,2024-03-24,Leaderboard,220,1,1
45,2024-01-26,Achievements,41,1,0
45,2024-01-18,Stories,167,0,1
46,2024-01-07,Achievements,295,0,1
46,2024-01-07,Stories,153,1,0
46,2024-03-01,Stories,28,0,0
46,2024-03-11,Daily XP,27,1,0
46,2024-03-02,Daily XP,266,1,0
47,2024-02-06,Stories,184,0,1
47,2024-03-09,Stories,203,0,0
47,2024-01-23,Stories,122,1,0
47,2024-01-24,Leaderboard,123,0,0
47,2024-02-08,Achievements,231,0,0
47,2024-02-06,Grammar Tips,175,1,1
47,2024-03-05,Grammar Tips,141,1,1
48,2024-01-15,Leaderboard,273,0,0
48,2024-03-23,Leaderboard,64,0,0
48,2024-02-13,Leaderboard,140,0,1
48,2024-03-19,Grammar Tips,297,1,0
48,2024-01-12,Grammar Tips,275,0,1
49,2024-01-18,Grammar Tips,171,1,1
49,2024-01-01,Leaderboard,96,1,1
49,2024-02-27,Leaderboard,64,1,0
49,2024-03-15,Achievements,297,0,0
49,2024-03-24,Leaderboard,187,0,0
49,2024-03-26,Stories,17,1,0
49,2024-01-21,Grammar Tips,256,1,0
49,2024-03-22,Leaderboard,264,1,1
49,2024-01-29,Daily XP,63,1,1
49,2024-02-28,Achievements,258,1,0
49,2024-03-30,Achievements,248,1,1
